Netherlands,Netherlands,0.0
Netherlands,United Kingdom,0.03082585975495391
Netherlands,Italy,0.06032088143632597
Netherlands,France,0.0388991638316953
Netherlands,Turkey,0.13530309293333748
Netherlands,United States,0.37566043688654593
Netherlands,China,0.3815950532506718
Netherlands,Canada,0.32244057243290336
Netherlands,Chile,0.5926448556336241
Netherlands,Denmark,0.024062903266272265
Netherlands,Israel,0.1650425989126419
Netherlands,Poland,0.04900807029440255
Netherlands,Germany,0.017352997093261206
Netherlands,Finland,0.0872508583298721
Netherlands,Sweden,0.060106044336847526
Netherlands,Ireland,0.046766822193136
Netherlands,Belgium,0.011151570400250612
Netherlands,Switzerland,0.03187729432387176
Netherlands,Argentina,0.590168681798369
Netherlands,Russian Federation,0.27168042225651085
Netherlands,Slovenia,0.049026915940858576
Netherlands,Brazil,0.4533143139977435
Netherlands,Spain,0.07939137053531156
Netherlands,Hong Kong,0.4651900758347876
Netherlands,Ukraine,0.09476884777944462
Netherlands,Peru,0.5201911416849401
Netherlands,Bangladesh,0.3800684112365486
Netherlands,Bahrain,0.23862590224667576
Netherlands,Venezuela,0.4065348584211173
Netherlands,Republic Of Moldova,0.08934740529055787
Netherlands,Colombia,0.44453650177247567
Netherlands,Japan,0.46674969119141424
Netherlands,Australia,0.7455287750374936
Netherlands,Czech Republic,0.036031370651203466
Netherlands,Austria,0.039829169110160864
Netherlands,Norway,0.054790464650089646
Netherlands,Romania,0.07907098136758534
Netherlands,Portugal,0.09006771288174815
Netherlands,Belarus,0.07540606168322211
Netherlands,Hungary,0.060039015987021015
Netherlands,Republic of Macedonia,0.08574092851132938
Netherlands,Mexico,0.45996748225426365
Netherlands,New Zealand,0.9339167344432245
Netherlands,Luxembourg,0.015476126748309931
Netherlands,Malaysia,0.5495075322575209
Netherlands,Indonesia,0.6079759590036045
Netherlands,Lithuania,0.0628156763576418
Netherlands,Taiwan,0.4773785887821679
Netherlands,Thailand,0.4523334942760842
Netherlands,India,0.35271554725856724
Netherlands,Estonia,0.07325658717211798
Netherlands,Serbia,0.06926133188090197
Netherlands,Slovakia,0.053425207010987984
Netherlands,Greece,0.0983428478720597
Netherlands,Uruguay,0.5641821404264581
Netherlands,Saudi Arabia,0.22584469304695978
Netherlands,Guatemala,0.45595545651779135
Netherlands,Kazakstan,0.2179764085063283
Netherlands,Singapore,0.5259122155232131
Netherlands,Nepal,0.34326488176100656
Netherlands,Bulgaria,0.0896071049603797
Netherlands,Dominican Republic,0.37463300248083886
Netherlands,Nicaragua,0.44933758468703344
Netherlands,South Africa,0.4633719297876181
Netherlands,Croatia,0.054546280073615186
Netherlands,South Korea,0.4333658693397509
Netherlands,Bosnia Herzegovina,0.06438259192411033
Netherlands,Tunisia,0.10432337526636935
Netherlands,Namibia,0.41922003400347835
Netherlands,New Caledonia,0.8134565761380501
Netherlands,Algeria,0.13748064090792442
Netherlands,Philippines,0.5315274938893341
Netherlands,Madagascar,0.4515866540293329
Netherlands,Costa Rica,0.4590933170433435
Netherlands,Panama,0.4498372440272446
Netherlands,Cuba,0.39189551671100376
Netherlands,Iran,0.221931487834717
Netherlands,El Salvador,0.45885084982895974
Netherlands,Morocco,0.12275090105643717
Netherlands,Latvia,0.06703804627310413
Netherlands,Jordan,0.17234299676004733
Netherlands,Ecuador,0.48978616598188646
Netherlands,Kenya,0.32458270902106945
Netherlands,Malta,0.09898410033598311
Netherlands,Kuwait,0.21490035482982964
Netherlands,Nigeria,0.23756210119708465
Netherlands,Trinidad And Tobago,0.37646551238793186
Netherlands,Guam,0.5896568304854262
Netherlands,Egypt,0.17507562913076363
Netherlands,Zambia,0.3945146412962214
Netherlands,Cambodia,0.477754673887674
